Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),shortwave_radiation (W/m²)
2020-01-01 10:00:00,NA,93.58,NA,NA,NA,NA,11.32,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,62,16.4,0.20,918.7,83,16.6,112,487.0
2020-01-01 11:00:00,NA,79.66,NA,NA,NA,NA,10.45,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,57,16.2,0.40,918.3,85,15.1,118,621.0
2020-01-01 12:00:00,NA,77.93,NA,NA,NA,NA,10.16,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,59,17.1,0.40,917.6,85,15.7,110,735.0
2020-01-01 13:00:00,NA,74.99,NA,NA,NA,NA,11.20,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,57,17.3,0.10,916.6,79,13.0,109,589.0
2020-01-01 14:00:00,NA,78.15,2.00,15.39,9.67,NA,9.60,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,55,17.0,0.00,915.8,88,12.3,111,626.0
2020-01-01 15:00:00,NA,85.38,9.41,36.08,45.47,NA,10.82,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,63,17.4,0.20,915.2,84,15.0,132,366.0
2020-01-01 16:00:00,NA,116.62,11.67,35.72,47.39,NA,9.31,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,67,18.1,0.50,915.2,74,8.2,119,254.0
2020-01-01 17:00:00,NA,134.30,8.04,27.41,35.42,NA,9.88,1.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,70,17.7,0.10,915.4,76,10.7,130,141.0
2020-01-01 18:00:00,NA,130.90,18.05,60.68,78.73,NA,11.81,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,79,18.4,0.00,915.8,61,8.4,110,11.0
2020-01-01 19:00:00,NA,121.20,15.81,54.43,70.24,NA,10.07,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,81,18.4,0.00,916.6,31,9.1,108,0.0
2020-01-01 20:00:00,NA,115.77,17.52,57.28,74.80,NA,12.16,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,83,18.2,0.00,917.5,30,10.9,99,0.0
2020-01-01 21:00:00,NA,100.57,14.82,52.12,66.94,NA,10.31,1.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,87,18.3,0.00,917.9,24,11.7,101,0.0
2020-01-01 22:00:00,NA,91.08,12.93,46.31,59.24,NA,9.79,1.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,91,18.5,0.00,918.2,26,12.0,99,0.0
2020-01-01 23:00:00,NA,78.15,7.06,29.86,36.92,NA,8.24,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,97,18.8,0.00,918.0,100,11.0,101,0.0
2020-01-02 00:00:00,NA,65.82,3.67,18.63,22.30,NA,7.60,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,92,18.6,0.00,917.7,98,13.5,106,0.0
2020-01-02 01:00:00,NA,57.70,3.02,15.59,18.61,NA,8.80,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,93,18.7,0.00,917.0,28,10.9,107,0.0
2020-01-02 02:00:00,NA,46.44,2.64,13.40,16.04,NA,9.54,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,97,18.6,0.00,916.2,52,9.7,105,0.0
2020-01-02 03:00:00,NA,40.49,3.40,15.96,19.36,NA,8.75,1.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,98,18.6,0.00,915.8,60,10.4,110,0.0
2020-01-02 04:00:00,NA,38.90,6.26,24.12,30.39,NA,9.18,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,98,18.5,0.00,915.8,92,11.6,116,0.0
2020-01-02 05:00:00,NA,48.36,11.78,40.18,51.97,NA,9.30,1.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,98,18.6,0.00,915.6,89,10.7,110,0.0
2020-01-02 06:00:00,NA,44.80,14.74,46.73,61.47,NA,8.97,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,94,18.4,0.00,916.6,96,12.4,116,0.0
2020-01-02 07:00:00,NA,66.91,16.45,49.59,66.04,NA,9.31,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,93,18.5,0.00,917.8,41,15.1,118,25.0
2020-01-02 08:00:00,NA,84.95,15.28,49.50,64.78,NA,11.89,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,80,18.0,0.00,919.0,100,14.4,127,163.0
2020-01-02 09:00:00,NA,93.00,15.43,50.52,65.95,NA,10.30,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,70,17.5,0.10,919.8,92,14.3,133,315.0
2020-01-02 10:00:00,NA,102.58,17.92,56.33,74.25,NA,12.62,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4,64,17.2,0.10,919.8,35,12.8,142,426.0
2020-01-02 11:00:00,NA,128.38,12.89,48.36,61.24,NA,9.86,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,59,16.8,0.30,919.4,38,12.3,148,634.0
2020-01-02 12:00:00,NA,131.61,7.57,38.96,46.53,NA,11.39,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,56,16.6,0.30,918.5,44,10.6,156,641.0
2020-01-02 13:00:00,NA,127.42,8.88,42.33,51.21,NA,11.68,2.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,52,16.2,0.00,917.5,40,9.4,162,632.0
2020-01-02 14:00:00,NA,111.98,7.82,37.25,45.08,NA,9.37,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,49,15.7,0.00,916.5,31,9.1,171,573.0
2020-01-02 15:00:00,NA,94.34,4.44,28.65,33.09,NA,10.74,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0,50,15.6,0.10,916.0,28,11.3,158,520.0
2020-01-02 16:00:00,NA,114.03,8.18,39.07,47.25,NA,10.18,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,56,16.5,0.10,915.9,45,10.2,148,354.0
2020-01-02 17:00:00,NA,129.78,9.16,39.99,49.15,NA,9.41,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,62,17.2,0.00,916.3,63,9.2,135,127.0
2020-01-02 18:00:00,NA,128.31,13.94,49.64,63.58,NA,9.94,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,72,17.9,0.00,916.3,20,10.3,126,14.0
2020-01-02 19:00:00,NA,128.25,20.45,65.21,85.67,NA,12.60,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,75,17.9,0.00,917.2,51,11.6,126,0.0
2020-01-02 20:00:00,NA,144.13,22.23,68.22,90.45,NA,12.10,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,77,18.0,0.00,917.8,93,12.5,129,0.0
2020-01-02 21:00:00,NA,150.14,19.06,60.50,79.56,NA,11.38,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,81,18.2,0.00,918.4,91,12.9,120,0.0
2020-01-02 22:00:00,NA,142.58,14.02,48.70,62.71,NA,9.51,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,87,18.5,0.00,918.4,85,13.4,121,0.0
2020-01-02 23:00:00,NA,127.99,6.96,32.10,39.06,NA,7.83,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,92,18.8,0.00,917.9,84,14.0,119,0.0
2020-01-03 00:00:00,NA,102.16,2.90,20.49,23.39,NA,7.65,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,97,19.1,0.00,917.3,10,14.0,119,0.0
2020-01-03 01:00:00,NA,75.13,2.25,15.58,17.82,NA,7.20,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,98,19.1,0.00,916.5,85,13.6,122,0.0
2020-01-03 02:00:00,NA,70.10,2.13,14.92,17.05,NA,6.62,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,99,19.1,0.00,915.6,99,12.4,120,0.0
2020-01-03 03:00:00,NA,54.62,4.18,21.23,25.41,NA,6.73,1.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,99,19.1,0.00,915.1,99,11.3,112,0.0
2020-01-03 04:00:00,NA,75.07,9.72,33.49,43.20,NA,10.29,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,98,19.0,0.00,915.3,100,9.5,101,0.0
2020-01-03 05:00:00,NA,65.73,13.75,44.48,58.23,NA,7.14,1.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,98,18.5,0.00,915.4,81,10.5,106,0.0
2020-01-03 06:00:00,NA,65.25,8.28,32.54,40.83,NA,9.48,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,98,18.3,0.00,915.9,51,10.6,114,0.0
2020-01-03 07:00:00,NA,63.74,7.80,32.53,40.33,NA,8.47,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,93,18.2,0.00,916.9,49,13.9,121,32.0
2020-01-03 08:00:00,NA,73.44,18.08,57.79,75.86,NA,5.49,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,81,18.0,0.00,918.2,12,10.2,129,195.0
2020-01-03 09:00:00,NA,98.56,18.24,58.92,77.16,NA,11.54,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,70,17.7,0.00,919.1,1,8.8,145,432.0
2020-01-03 10:00:00,NA,93.86,17.56,65.32,82.89,NA,10.98,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,62,17.5,0.00,919.2,2,8.2,157,633.0
2020-01-03 11:00:00,NA,97.66,11.08,51.72,62.80,NA,10.56,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,55,16.8,0.00,918.7,26,8.4,170,767.0
2020-01-03 12:00:00,NA,99.37,11.72,54.83,66.55,NA,11.11,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,50,16.3,0.00,917.5,36,8.6,182,739.0
2020-01-03 13:00:00,NA,95.68,5.26,39.04,44.31,NA,11.18,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,48,15.8,0.00,916.4,21,8.2,195,685.0
2020-01-03 14:00:00,NA,94.24,3.70,31.73,35.42,NA,9.64,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,45,15.3,0.00,915.6,11,7.9,210,665.0
2020-01-03 15:00:00,NA,77.44,6.92,39.71,46.63,NA,10.62,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,43,14.6,0.00,914.9,16,7.1,221,538.0
2020-01-03 16:00:00,NA,93.12,4.42,31.40,35.81,NA,9.82,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,43,14.2,0.00,915.0,19,5.7,252,346.0
2020-01-03 17:00:00,NA,101.88,5.96,38.61,44.56,NA,9.08,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,50,15.6,0.00,914.7,31,4.7,274,152.0
2020-01-03 18:00:00,NA,125.10,19.91,69.17,89.08,NA,12.40,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,54,15.4,0.00,914.5,24,0.5,135,15.0
2020-01-03 19:00:00,NA,135.56,18.01,63.08,81.10,NA,12.34,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,64,16.2,0.00,915.1,27,5.9,128,0.0
2020-01-03 20:00:00,NA,125.03,20.92,68.30,89.22,NA,11.98,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,67,16.4,0.00,915.7,72,5.5,122,0.0
2020-01-03 21:00:00,NA,144.06,16.85,61.95,78.80,NA,10.12,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,67,16.3,0.00,916.4,42,8.2,131,0.0
2020-01-03 22:00:00,NA,126.79,11.33,49.94,61.27,NA,11.55,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,75,17.2,0.00,916.5,14,11.9,119,0.0
2020-01-03 23:00:00,NA,116.92,19.69,66.62,86.32,NA,9.03,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,85,18.1,0.00,916.0,13,10.7,123,0.0
2020-01-04 00:00:00,NA,114.82,7.95,37.86,45.81,NA,10.50,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,92,18.8,0.00,915.6,23,9.7,117,0.0
2020-01-04 01:00:00,NA,103.63,3.96,25.56,29.52,NA,8.39,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,98,19.3,0.00,915.2,73,7.7,101,0.0
2020-01-04 02:00:00,NA,94.57,6.04,30.40,36.45,NA,7.99,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,96,19.6,0.00,914.9,100,10.0,120,0.0
2020-01-04 03:00:00,NA,88.92,7.32,30.56,37.89,NA,7.83,1.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,94,19.5,0.00,914.7,93,11.5,134,0.0
2020-01-04 04:00:00,NA,84.98,11.52,37.38,48.90,NA,8.57,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,96,19.4,0.00,914.6,93,9.2,154,0.0
2020-01-04 05:00:00,NA,81.54,16.51,50.50,67.01,NA,9.13,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,98,19.1,0.00,914.1,89,7.9,150,0.0
2020-01-04 06:00:00,NA,77.80,24.14,66.38,90.52,NA,9.79,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,98,19.0,0.00,914.4,48,6.1,152,0.0
2020-01-04 07:00:00,NA,85.90,17.97,52.39,70.36,NA,10.27,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,94,19.1,0.00,915.4,35,8.0,153,30.0
2020-01-04 08:00:00,NA,85.77,7.24,33.52,40.75,NA,10.79,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0,82,18.7,0.00,917.1,31,9.7,176,185.0
2020-01-04 09:00:00,NA,90.16,7.12,34.05,41.18,NA,10.02,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,70,17.9,0.00,917.8,55,8.3,198,378.0
2020-01-04 10:00:00,NA,92.47,5.60,31.92,37.53,NA,8.98,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,60,17.3,0.00,917.5,41,6.8,212,531.0
2020-01-04 11:00:00,NA,84.21,4.73,30.25,34.98,NA,7.56,1.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,54,16.8,0.00,917.0,24,7.1,221,668.0
2020-01-04 12:00:00,NA,84.18,2.48,28.40,30.88,NA,9.46,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,50,16.2,0.00,915.7,29,7.9,231,747.0
2020-01-04 13:00:00,NA,68.46,4.88,42.62,47.50,NA,7.98,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,45,14.9,0.00,914.9,35,8.4,245,734.0
2020-01-04 14:00:00,NA,71.91,3.92,33.99,37.91,NA,8.75,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,42,14.1,0.00,913.9,22,7.9,254,694.0
2020-01-04 15:00:00,NA,67.39,8.66,45.60,54.26,NA,10.90,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,40,13.5,0.00,913.5,15,7.2,267,560.0
2020-01-04 16:00:00,NA,106.62,9.77,50.53,60.30,NA,8.68,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,41,13.4,0.00,913.5,13,6.1,273,370.0
2020-01-04 17:00:00,NA,132.65,4.05,35.51,39.57,NA,11.78,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0,60,18.7,0.00,913.2,19,2.6,214,169.0
2020-01-04 18:00:00,NA,126.62,2.09,36.66,38.75,NA,11.82,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,42,12.7,0.00,913.7,8,2.4,117,18.0
2020-01-04 19:00:00,NA,128.67,10.22,57.25,67.47,NA,13.62,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,54,13.6,0.00,913.7,12,5.1,356,0.0
2020-01-04 20:00:00,NA,139.89,25.56,88.01,113.58,NA,14.23,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,57,14.1,0.00,914.1,12,6.8,360,0.0
2020-01-04 21:00:00,NA,148.53,37.99,116.52,154.51,NA,14.41,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,63,14.2,0.00,914.0,9,5.2,78,0.0
2020-01-04 22:00:00,NA,168.23,57.58,156.15,213.74,NA,14.27,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,71,16.0,0.00,915.0,11,13.2,125,0.0
2020-01-04 23:00:00,NA,180.32,20.39,70.31,90.70,NA,9.87,1.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,84,18.1,0.00,914.7,44,9.2,129,0.0
2020-01-05 00:00:00,NA,153.76,5.28,27.64,32.92,NA,6.99,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,90,18.5,0.00,914.2,55,9.5,119,0.0
2020-01-05 01:00:00,NA,128.79,4.08,21.24,25.32,NA,6.29,0.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,97,19.0,0.00,913.7,77,11.1,115,0.0
2020-01-05 02:00:00,NA,96.96,2.84,17.11,19.95,NA,7.89,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,99,19.7,0.00,913.2,100,11.6,116,0.0
2020-01-05 03:00:00,NA,81.17,4.06,19.76,23.82,NA,7.28,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,92,19.3,0.00,913.3,96,12.4,126,0.0
2020-01-05 04:00:00,NA,74.28,6.46,25.33,31.79,NA,8.18,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,93,19.2,0.00,913.3,87,8.4,130,0.0
2020-01-05 05:00:00,NA,82.38,15.48,45.10,60.58,NA,7.07,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,93,19.1,0.00,913.4,79,8.9,140,0.0
2020-01-05 06:00:00,NA,91.66,16.09,46.74,62.82,NA,9.57,1.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,96,19.1,0.00,913.7,73,7.7,127,0.0
2020-01-05 07:00:00,NA,92.41,16.59,48.58,65.18,NA,9.13,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,93,19.0,0.00,914.9,65,9.7,121,31.0
2020-01-05 08:00:00,NA,85.72,16.86,53.26,70.11,NA,10.40,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,80,18.7,0.00,916.3,52,10.2,132,190.0
2020-01-05 09:00:00,NA,97.94,14.08,49.57,63.65,NA,10.90,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,69,18.0,0.00,916.9,82,7.4,133,352.0
2020-01-05 10:00:00,NA,99.38,12.48,51.90,64.38,NA,11.50,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,61,17.3,0.00,917.0,66,7.6,135,484.0
2020-01-05 11:00:00,NA,104.26,6.47,44.40,50.87,NA,9.89,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,56,16.6,0.00,916.7,71,7.1,135,546.0
2020-01-05 12:00:00,NA,100.72,3.33,39.44,42.78,NA,11.83,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,50,15.8,0.00,915.6,82,6.2,144,652.0
2020-01-05 13:00:00,NA,95.54,5.49,57.28,62.77,NA,10.01,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,46,15.0,0.00,914.7,93,6.8,162,679.0
