Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,11.00,13.00,2.45,11.40,8.05,10.45,6.22,0.50,22.69,0.40,0.82,NA,NA,NA,NA,18.78,65.00,NA,122.75,NA,NA,NA,713.00,NA
2022-01-01 01:00:00,11.00,13.00,2.48,9.20,6.92,10.30,6.22,0.43,26.38,0.40,0.88,NA,NA,NA,NA,18.70,65.00,NA,125.00,NA,NA,NA,712.75,NA
2022-01-01 02:00:00,14.00,20.00,2.88,9.80,7.58,10.32,6.28,0.46,25.48,0.40,0.82,NA,NA,NA,NA,18.75,65.00,NA,119.25,NA,NA,NA,712.00,NA
2022-01-01 03:00:00,14.25,20.50,2.20,11.30,7.78,10.55,6.50,0.41,21.24,0.40,0.90,NA,NA,NA,NA,18.97,65.00,NA,136.25,NA,NA,NA,712.00,NA
2022-01-01 04:00:00,15.00,22.25,1.97,11.50,7.73,10.83,6.68,0.44,21.81,0.40,0.90,NA,NA,NA,NA,19.22,65.00,NA,130.25,NA,NA,NA,712.00,NA
2022-01-01 05:00:00,15.25,23.50,2.45,13.10,8.95,10.95,6.57,0.44,19.79,0.38,0.82,NA,NA,NA,NA,19.30,65.25,NA,117.00,NA,NA,NA,712.00,NA
2022-01-01 06:00:00,16.25,25.75,2.50,14.10,9.52,11.02,6.15,0.50,18.09,0.40,0.85,NA,NA,NA,NA,19.35,66.50,NA,120.75,NA,NA,NA,712.75,NA
2022-01-01 07:00:00,17.25,28.75,2.70,17.50,11.52,11.50,6.28,0.61,16.73,0.40,0.80,NA,NA,NA,NA,19.58,65.25,NA,119.50,NA,NA,NA,713.75,NA
2022-01-01 08:00:00,18.00,30.50,2.75,17.15,11.32,11.50,6.25,0.62,19.40,0.40,0.88,NA,NA,NA,NA,20.05,63.50,NA,124.25,NA,NA,NA,714.25,NA
2022-01-01 09:00:00,18.25,30.25,2.68,15.90,10.62,11.30,6.28,0.68,22.15,0.40,0.82,NA,NA,NA,NA,21.08,60.75,NA,120.00,NA,NA,NA,714.25,NA
